0,ADANIPORTS21JUNFUT,845.25
1,ASIANPAINT21JUNFUT,2959.0
2,AXISBANK21JUNFUT,739.35
3,BAJAJ-AUTO21JUNFUT,4181.1
4,BHARTIARTL21JUNFUT,542.45
5,BPCL21JUNFUT,485.0
6,BRITANNIA21JUNFUT,3568.95
7,CIPLA21JUNFUT,972.55
8,COALINDIA21JUNFUT,162.95
10,DIVISLAB21JUNFUT,4356.5
11,DRREDDY21JUNFUT,5483.0
12,EICHERMOT21JUNFUT,2744.05
13,EURINR21JUNFUT,88.89
14,GBPINR21JUNFUT,103.595
16,GRASIM21JUNFUT,1492.7
