Time Stamp,ADANIPORTS21JUNFUT,ASIANPAINT21JUNFUT,AXISBANK21JUNFUT,BAJAJ-AUTO21JUNFUT,BHARTIARTL21JUNFUT,BPCL21JUNFUT,BRITANNIA21JUNFUT,CIPLA21JUNFUT,COALINDIA21JUNFUT,DIVISLAB21JUNFUT,DRREDDY21JUNFUT,EICHERMOT21JUNFUT,EURINR21JUNFUT,GBPINR21JUNFUT,
2021-06-22,0.0575315,0.00789875,-0.00494526,-0.0030164,-0.00699791,0.0037519,-0.00405621,-0.0178172,-0.00679288,0.000753572,-0.0103353,0.00127488,-0.0678002,0.00266922,
