AXISBANK,824.835
BHARTIARTL,603.405
BPCL,540.375
CIPLA,1067.55
COALINDIA,172.865
EICHERMOT,3025.055
HDFC,2828.87
HDFCBANK,1641.585
HDFCLIFE,763.18
HINDUNILVR,2591.38
INDUSINDBK,1128.105
IOC,128.755
ITC,236.005
KOTAKBANK,1980.44
LT,1694.385
M&M,888.25
NTPC,128.425
ONGC,139.59
POWERGRID,258.885
SBILIFE,1087.405
SBIN,474.54
SUNPHARMA,751.08
TATAMOTORS,389.18
TECHM,1161.105
