Time Stamp,ADANIPORTS21JUNFUT,ASIANPAINT21JUNFUT,AXISBANK21JUNFUT,BAJAJ-AUTO21JUNFUT,BHARTIARTL21JUNFUT,BPCL21JUNFUT,BRITANNIA21JUNFUT,CIPLA21JUNFUT,COALINDIA21JUNFUT,CRUDEOIL21JUNFUT,DIVISLAB21JUNFUT,DRREDDY21JUNFUT,EICHERMOT21JUNFUT,EURINR21JUNFUT,GBPINR21JUNFUT,GOLDM21AUGFUT,
2021-06-16,0.017148,0.0015909,-0.00148558,-0.000633403,-0.00174824,0.00165221,-0.000853863,-0.00399406,-0.00153186,0.0120482,0.000149225,-0.00189312,0.000291625,-0.00188081,9.65391e-05,-0.00786811,
