Time Stamp,ADANIPORTS21JUNFUT,ASIANPAINT21JUNFUT,AXISBANK21JUNFUT,BAJAJ-AUTO21JUNFUT,BHARTIARTL21JUNFUT,BPCL21JUNFUT,BRITANNIA21JUNFUT,CIPLA21JUNFUT,COALINDIA21JUNFUT,DIVISLAB21JUNFUT,DRREDDY21JUNFUT,EICHERMOT21JUNFUT,EURINR21JUNFUT,GBPINR21JUNFUT,GRASIM21JUNFUT,
2021-06-20,0.0575315,0.00789875,-0.00494527,-0.0030164,-0.00699786,0.0037519,-0.00405621,-0.0178173,-0.00679288,0.000753572,-0.010335,0.00127488,-0.0678002,0.00266922,0.0164927,
