1,ADANIPORTS21JUNFUT,2,14FD052,LIMIT,831,14:22:47
2,ADANIPORTS21JUNFUT,1,14FD050,LIMIT,831,14:22:47
3,ADANIPORTS21JUNFUT,2,14FD051,LIMIT,831,14:22:47
4,ASIANPAINT21JUNFUT,4,14FD052,LIMIT,2954.3,14:22:47
5,ASIANPAINT21JUNFUT,2,14FD050,LIMIT,2954.3,14:22:47
6,ASIANPAINT21JUNFUT,4,14FD051,LIMIT,2954.3,14:22:47
7,AXISBANK21JUNFUT,2,14FD051,LIMIT,740.45,14:22:47
8,AXISBANK21JUNFUT,1,14FD050,LIMIT,740.45,14:22:47
9,AXISBANK21JUNFUT,2,14FD052,LIMIT,740.45,14:22:47
10,BAJAJ-AUTO21JUNFUT,1,14FD050,LIMIT,4183.75,14:22:47
11,BAJAJ-AUTO21JUNFUT,2,14FD052,LIMIT,4183.75,14:22:47
12,BAJAJ-AUTO21JUNFUT,2,14FD051,LIMIT,4183.75,14:22:47
13,BHARTIARTL21JUNFUT,1,14FD050,LIMIT,543.4,14:22:47
14,BHARTIARTL21JUNFUT,2,14FD051,LIMIT,543.4,14:22:47
15,BHARTIARTL21JUNFUT,2,14FD052,LIMIT,543.4,14:22:47
16,BPCL21JUNFUT,2,14FD052,LIMIT,484.2,14:22:47
17,BPCL21JUNFUT,1,14FD050,LIMIT,484.2,14:22:47
18,BPCL21JUNFUT,2,14FD051,LIMIT,484.2,14:22:47
19,BRITANNIA21JUNFUT,2,14FD051,LIMIT,3572,14:22:47
20,BRITANNIA21JUNFUT,2,14FD052,LIMIT,3572,14:22:47
21,BRITANNIA21JUNFUT,1,14FD050,LIMIT,3572,14:22:47
22,CIPLA21JUNFUT,4,14FD051,LIMIT,976.45,14:22:47
23,CIPLA21JUNFUT,4,14FD052,LIMIT,976.45,14:22:47
24,CIPLA21JUNFUT,2,14FD050,LIMIT,976.45,14:22:47
25,COALINDIA21JUNFUT,2,14FD050,LIMIT,163.2,14:22:47
26,COALINDIA21JUNFUT,4,14FD052,LIMIT,163.2,14:22:47
27,COALINDIA21JUNFUT,4,14FD051,LIMIT,163.2,14:22:47
28,CRUDEOIL21JUNFUT,2,14FD050,LIMIT,5146,14:22:47
29,CRUDEOIL21JUNFUT,4,14FD052,LIMIT,5146,14:22:47
30,CRUDEOIL21JUNFUT,4,14FD051,LIMIT,5146,14:22:47
31,DIVISLAB21JUNFUT,4,14FD051,LIMIT,4355.85,14:22:47
32,DIVISLAB21JUNFUT,4,14FD052,LIMIT,4355.85,14:22:47
33,DIVISLAB21JUNFUT,2,14FD050,LIMIT,4355.85,14:22:47
34,DRREDDY21JUNFUT,6,14FD052,LIMIT,5493.4,14:22:47
35,DRREDDY21JUNFUT,6,14FD051,LIMIT,5493.4,14:22:47
36,DRREDDY21JUNFUT,3,14FD050,LIMIT,5493.4,14:22:47
37,EICHERMOT21JUNFUT,2,14FD052,LIMIT,2743.25,14:22:47
38,EICHERMOT21JUNFUT,1,14FD050,LIMIT,2743.25,14:22:47
39,EICHERMOT21JUNFUT,2,14FD051,LIMIT,2743.25,14:22:47
40,EURINR21JUNFUT,5,14FD050,LIMIT,89.0575,14:22:47
41,EURINR21JUNFUT,10,14FD051,LIMIT,89.0575,14:22:47
42,EURINR21JUNFUT,10,14FD052,LIMIT,89.0575,14:22:47
43,GBPINR21JUNFUT,8,14FD050,LIMIT,103.585,14:22:47
44,GBPINR21JUNFUT,16,14FD052,LIMIT,103.585,14:22:47
45,GBPINR21JUNFUT,16,14FD051,LIMIT,103.585,14:22:47
46,GOLDM21AUGFUT,2,14FD050,LIMIT,49313,14:22:47
47,GOLDM21AUGFUT,4,14FD051,LIMIT,49313,14:22:47
48,GOLDM21AUGFUT,4,14FD052,LIMIT,49313,14:22:47
49,GRASIM21JUNFUT,2,14FD050,LIMIT,1486.5,14:22:47
50,GRASIM21JUNFUT,4,14FD052,LIMIT,1486.5,14:22:47
